Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
TQ73726,Oregon,7587.337272,No,Basic,Bachelor,2/7/11,Unemployed,M,0,Suburban,Married,69,17,60,0,2,Personal Auto,Personal L3,Offer1,Branch,460.741097,Two-Door Car,Medsize,nan
LT60268,Nevada,11044.42715,No,Extended,College,1/4/11,Employed,F,29696,Urban,Single,139,17,41,0,3,Personal Auto,Personal L3,Offer3,Call Center,478.107847,SUV,Medsize,nan
VF32979,Washington,5800.171881,No,Basic,Bachelor,1/24/11,Employed,F,25472,Suburban,Divorced,73,5,86,0,9,Corporate Auto,Corporate L2,Offer1,Branch,350.4,Four-Door Car,Medsize,nan
CA96568,Oregon,9709.746073,No,Extended,College,1/16/11,Unemployed,M,0,Suburban,Married,133,11,30,0,7,Corporate Auto,Corporate L3,Offer1,Agent,827.085431,SUV,Small,nan
UJ70796,Oregon,7413.422501,No,Basic,College,1/28/11,Employed,F,52130,Rural,Married,62,17,54,0,2,Personal Auto,Personal L3,Offer2,Branch,124.463095,Four-Door Car,Medsize,nan
KO44736,Oregon,16979.79757,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25,56,0,2,Personal Auto,Personal L3,Offer2,Call Center,525.6,,,A
NJ88229,California,8343.751519,No,Basic,College,2/4/11,Employed,F,64127,Rural,Single,71,31,19,0,2,Personal Auto,Personal L2,Offer4,Branch,72.862304,Four-Door Car,Medsize,nan
SK37917,Nevada,5075.420953,No,Basic,College,1/11/11,Unemployed,M,0,Suburban,Single,73,28,8,0,3,Corporate Auto,Corporate L2,Offer3,Agent,350.4,Two-Door Car,Medsize,A
DD88614,California,7096.598526,No,Extended,Doctor,1/21/11,Employed,F,67735,Rural,Married,88,33,87,0,3,Corporate Auto,Corporate L3,Offer3,Agent,3.4637,Four-Door Car,Medsize,A
GI14815,Washington,15759.62394,No,Basic,College,2/2/11,Employed,M,55800,Suburban,Married,66,12,91,0,2,Personal Auto,Personal L3,Offer4,Agent,473.324671,Two-Door Car,Medsize,A
LH80781,Washington,5007.224298,No,Basic,College,1/25/11,Unemployed,F,0,Suburban,Single,73,24,69,1,3,Personal Auto,Personal L2,Offer1,Agent,655.791955,Four-Door Car,Medsize,A
QV24282,California,5363.531017,No,Basic,Bachelor,1/20/11,Employed,F,43879,Urban,Single,69,19,60,0,5,Corporate Auto,Corporate L3,Offer1,Branch,242.133552,Four-Door Car,Medsize,A
WO78310,Oregon,4160.162571,No,Basic,College,2/8/11,Unemployed,F,0,Suburban,Single,61,3,58,0,5,Personal Auto,Personal L2,Offer1,Branch,292.8,Four-Door Car,Large,A
GD11927,California,2381.790787,No,Basic,High School or Below,2/25/11,Employed,M,78185,Suburban,Single,61,23,54,0,1,Personal Auto,Personal L3,Offer4,Agent,292.8,Four-Door Car,Small,A
SB64873,Oregon,8200.78728,No,Basic,Doctor,2/13/11,Employed,M,25381,Suburban,Single,71,22,62,0,2,Personal Auto,Personal L2,Offer2,Branch,340.8,,,A
OW85480,California,5348.071007,No,Basic,Master,1/4/11,Medical Leave,M,25545,Suburban,Married,69,19,49,0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,nan
WS25565,California,8509.850887,Yes,Basic,Master,1/31/11,Disabled,M,26057,Suburban,Divorced,74,3,63,0,2,Personal Auto,Personal L1,Offer1,Call Center,523.888845,Four-Door Car,Small,A
VW74085,Oregon,5932.560456,No,Basic,High School or Below,1/27/11,Employed,F,48278,Rural,Married,74,,7,,4,Personal Auto,Personal L3,Offer1,Web,98.198664,Two-Door Car,Medsize,A
KC36987,Oregon,13334.26763,No,Premium,Bachelor,1/20/11,Employed,M,47950,Urban,Married,170,23,86,1,8,Personal Auto,Personal L3,Offer1,Branch,780.990942,SUV,Medsize,nan
NG94966,California,2437.084486,No,Basic,College,2/27/11,Employed,M,34759,Suburban,Divorced,61,30,84,0,1,Personal Auto,Personal L3,Offer2,Agent,302.353842,Four-Door Car,Large,nan
HL40930,Oregon,7150.225367,No,Extended,Bachelor,2/22/11,Employed,M,63651,Rural,Single,92,19,10,0,3,Personal Auto,Personal L3,Offer2,Branch,224.711836,Four-Door Car,Large,A
EL41362,California,5329.12883,No,Basic,College,2/11/11,Employed,F,99839,Suburban,Married,66,17,12,0,3,Personal Auto,Personal L2,Offer3,Agent,468.203397,Four-Door Car,Small,nan
CR83581,California,7712.057483,No,Basic,College,2/5/11,Disabled,M,27816,Suburban,Married,118,4,90,5,3,Personal Auto,Personal L2,Offer1,Agent,566.4,SUV,Small,A
MP22051,Washington,2615.852084,No,Basic,College,1/8/11,Employed,M,54314,Urban,Married,66,13,98,0,1,Personal Auto,Personal L3,Offer2,Branch,282.770894,Four-Door Car,Medsize,nan
ZE53116,Arizona,5963.818306,No,Basic,High School or Below,2/17/11,Employed,M,94115,Suburban,Married,74,28,41,0,8,Personal Auto,Personal L2,Offer3,Call Center,409.089884,Four-Door Car,Small,nan
VF65251,California,6674.177684,No,Basic,College,1/3/11,Unemployed,M,0,Suburban,Single,189,23,14,0,1,Personal Auto,Personal L2,Offer4,Branch,1737.320276,,,A
SJ16410,Arizona,7532.262392,No,Extended,Bachelor,2/19/11,Employed,M,41458,Rural,Single,98,6,67,0,3,Personal Auto,Personal L3,Offer3,Agent,191.100227,Four-Door Car,Medsize,nan
CL97519,California,4683.443348,No,Extended,College,2/10/11,Employed,M,25187,Suburban,Married,121,8,79,0,1,Personal Auto,Personal L3,Offer3,Call Center,580.8,SUV,Medsize,nan
XU63766,Oregon,8105.872317,No,Basic,Bachelor,2/1/11,Unemployed,F,0,Urban,Married,74,15,61,0,2,Personal Auto,Personal L3,Offer1,Branch,232.01349,Four-Door Car,Medsize,A
JM88889,California,12244.9049,No,Premium,High School or Below,2/25/11,Employed,F,46396,Urban,Married,103,11,79,1,2,Corporate Auto,Corporate L2,Offer1,Agent,384.01403,Four-Door Car,Medsize,A
KJ52520,Arizona,8161.781091,No,Basic,High School or Below,1/22/11,Employed,F,45270,Rural,Single,70,11,63,0,2,Personal Auto,Personal L3,Offer4,Call Center,46.053458,Two-Door Car,Medsize,A
EZ80325,California,4548.291613,No,Extended,Bachelor,2/6/11,Unemployed,F,0,Suburban,Married,132,5,88,3,1,Personal Auto,Personal L2,Offer1,Branch,950.4,Sports Car,Large,nan
NV55438,Nevada,5285.26816,No,Basic,High School or Below,2/23/11,Retired,F,23422,Suburban,Single,72,25,76,0,3,Personal Auto,Personal L3,Offer2,Agent,518.4,Two-Door Car,Medsize,A
IW27109,Oregon,4650.68277,No,Basic,College,1/11/11,Unemployed,M,0,Suburban,Single,68,17,66,0,3,Personal Auto,Personal L3,Offer1,Agent,722.877299,Two-Door Car,Medsize,A
TQ24692,Oregon,8676.698631,No,Basic,High School or Below,1/2/11,Employed,M,76214,Urban,Married,72,7,48,0,2,Special Auto,Special L2,Offer2,Web,202.81373,Four-Door Car,Medsize,A
IE71278,California,2936.993695,No,Extended,Bachelor,2/10/11,Employed,M,44369,Urban,Divorced,77,7,35,3,1,Personal Auto,Personal L2,Offer1,Web,362.276183,Four-Door Car,Medsize,nan
AU96286,Oregon,3167.658442,No,Extended,Bachelor,1/19/11,Unemployed,F,0,Suburban,Single,92,,50,,1,Corporate Auto,Corporate L1,Offer4,Web,662.4,Four-Door Car,Medsize,nan
LJ20215,California,3435.649178,No,Extended,High School or Below,1/23/11,Unemployed,F,0,Suburban,Single,95,18,75,0,1,Corporate Auto,Corporate L3,Offer1,Agent,679.052398,Four-Door Car,Medsize,A
KR35099,Washington,7507.455372,Yes,Basic,College,2/6/11,Employed,M,60920,Urban,Single,64,,61,,2,Personal Auto,Personal L3,Offer2,Agent,231.201886,Two-Door Car,Medsize,nan
OM37610,Nevada,13024.22378,No,Premium,High School or Below,1/20/11,Employed,F,26312,Suburban,Married,110,29,19,1,2,Personal Auto,Personal L3,Offer1,Web,565.837664,Four-Door Car,Medsize,nan
YH61661,California,8260.639809,No,Basic,High School or Below,1/2/11,Employed,M,33321,Suburban,Married,105,6,2,0,3,Special Auto,Special L1,Offer2,Branch,504,SUV,Medsize,nan
TM98684,Oregon,4842.284965,No,Basic,High School or Below,1/19/11,Employed,M,35127,Suburban,Married,62,9,21,0,5,Personal Auto,Personal L2,Offer2,Agent,297.6,Four-Door Car,Small,A
GM62071,Washington,21435.87782,No,Basic,High School or Below,1/7/11,Employed,F,20668,Suburban,Married,188,34,54,3,2,Personal Auto,Personal L3,Offer2,Call Center,902.4,Luxury Car,Large,A
PD94851,Nevada,2423.259778,No,Basic,Bachelor,1/29/11,Medical Leave,M,15585,Rural,Married,65,22,24,0,1,Personal Auto,Personal L3,Offer1,Agent,67.618365,Two-Door Car,Medsize,A
GK72076,Washington,4169.356909,No,Premium,Bachelor,2/7/11,Employed,F,35457,Suburban,Single,105,0,93,0,1,Personal Auto,Personal L3,Offer1,Branch,641.230581,Four-Door Car,Small,A
VY58444,Nevada,4426.096934,No,Basic,College,1/19/11,Employed,F,29660,Urban,Married,112,29,71,0,1,Personal Auto,Personal L3,Offer1,Agent,334.133949,SUV,Small,A
UU22643,Oregon,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7,54,0,1,Personal Auto,Personal L3,Offer1,Agent,694.598288,SUV,Medsize,nan
XI41106,Arizona,16874.32815,No,Basic,College,2/5/11,Employed,M,55390,Urban,Married,71,34,29,0,2,Corporate Auto,Corporate L3,Offer3,Branch,256.268091,Two-Door Car,Medsize,nan
JV29414,,17788.05705,,Extended,Doctor,2/11/11,Employed,M,73339,Rural,Divorced,89,34,13,0,2,Personal Auto,Personal L3,Offer2,Agent,17.558721,Four-Door Car,Medsize,A
FS97588,Oregon,5475.337618,No,Basic,Bachelor,2/22/11,Employed,F,88251,Urban,Married,68,3,2,0,3,Personal Auto,Personal L3,Offer4,Branch,267.214383,Four-Door Car,Medsize,nan
LM34525,Washington,8742.05776,No,Basic,College,2/20/11,Employed,F,71592,Rural,Divorced,72,15,18,0,2,Personal Auto,Personal L3,Offer3,Branch,141.725051,Four-Door Car,Medsize,nan
TX28465,Nevada,5206.118179,No,Basic,College,1/23/11,Employed,M,52629,Rural,Married,65,30,22,0,6,Personal Auto,Personal L3,Offer1,Branch,136.684141,Four-Door Car,Medsize,nan
YQ79307,,4768.955924,,Basic,Bachelor,1/10/11,Employed,M,51144,Urban,Married,61,28,32,1,9,Personal Auto,Personal L3,Offer1,Agent,223.305224,Two-Door Car,Medsize,A
AM53473,Arizona,5821.787383,No,Basic,Bachelor,2/13/11,Employed,F,60087,Suburban,Single,74,21,23,0,3,Special Auto,Special L3,Offer1,Agent,355.2,Four-Door Car,Small,A
WA59097,Oregon,5614.587986,No,Basic,College,2/4/11,Employed,F,40417,Rural,Married,71,34,4,1,8,Personal Auto,Personal L3,Offer3,Agent,130.303439,Four-Door Car,Large,A
WL65572,California,2064.458781,No,Basic,College,1/8/11,Unemployed,M,0,Suburban,Single,61,6,30,0,1,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Medsize,A
NF78904,California,7370.61684,No,Basic,Bachelor,1/12/11,Employed,F,67871,Rural,Married,61,1,21,0,2,Corporate Auto,Corporate L2,Offer1,Branch,10.475529,Four-Door Car,Medsize,nan
YR84813,Oregon,10575.94816,No,Premium,College,1/17/11,Unemployed,M,0,Suburban,Single,105,7,91,0,2,Special Auto,Special L2,Offer3,Call Center,756,Four-Door Car,Medsize,A
DN92191,California,8383.677045,No,Basic,Master,2/8/11,Employed,M,68717,Suburban,Divorced,70,4,33,0,2,Personal Auto,Personal L3,Offer4,Branch,810.907059,Four-Door Car,Small,nan
PR98117,Oregon,2640.515863,No,Basic,Bachelor,2/11/11,Employed,F,97666,Rural,Single,66,16,60,0,1,Personal Auto,Personal L3,Offer2,Branch,136.27248,Four-Door Car,Medsize,nan
SE86346,Nevada,7771.018055,No,Basic,College,2/16/11,Employed,F,58467,Suburban,Married,65,30,90,0,2,Corporate Auto,Corporate L3,Offer2,Web,452.915621,Four-Door Car,Small,nan
TD58354,Nevada,4655.392106,No,Basic,High School or Below,1/26/11,Unemployed,M,0,Suburban,Single,67,18,44,0,3,Personal Auto,Personal L3,Offer1,Agent,482.4,Four-Door Car,Medsize,nan
PG93638,Oregon,5761.11121,No,Basic,College,1/22/11,Employed,M,28919,Urban,Married,73,11,76,0,5,Personal Auto,Personal L1,Offer3,Call Center,207.828024,Two-Door Car,Medsize,nan
XN28388,California,4130.382954,No,Basic,College,2/2/11,Unemployed,F,0,Suburban,Single,66,30,29,2,3,Corporate Auto,Corporate L3,Offer1,Agent,523.030597,Four-Door Car,Small,A
JK26373,California,6305.925101,No,Basic,High School or Below,1/10/11,Unemployed,M,0,Suburban,Single,65,3,91,2,2,Personal Auto,Personal L1,Offer1,Web,468,Two-Door Car,Small,nan
TJ30354,Oregon,5285.307579,No,Basic,Bachelor,1/22/11,Employed,F,22627,Suburban,Married,67,19,43,0,8,Personal Auto,Personal L1,Offer2,Agent,321.6,Four-Door Car,Medsize,A
HD29166,Oregon,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,nan
MC30750,Oregon,13736.1325,Yes,Premium,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal Auto,Personal L2,Offer1,Web,1261.319869,SUV,Medsize,nan
BA40043,,5799.826802,,Basic,College,1/3/11,Employed,M,60689,Rural,Single,74,,67,,7,Corporate Auto,Corporate L2,Offer2,Branch,5.746657,Four-Door Car,Medsize,A
EW13798,California,4014.453113,Yes,Extended,Doctor,1/8/11,Employed,F,37384,Suburban,Married,99,9,17,0,1,Personal Auto,Personal L3,Offer2,Agent,475.2,Four-Door Car,Medsize,A
IP81759,Nevada,9366.816281,No,Extended,High School or Below,1/6/11,Employed,M,60613,Suburban,Single,240,3,52,0,1,Personal Auto,Personal L1,Offer4,Call Center,1152,,,A
HN38084,Nevada,11772.79068,No,Basic,High School or Below,1/10/11,Employed,M,51008,Suburban,Married,74,5,95,0,2,Corporate Auto,Corporate L1,Offer3,Branch,355.2,Two-Door Car,Small,nan
KK61203,California,3934.099422,No,Premium,High School or Below,2/14/11,Medical Leave,M,20920,Suburban,Married,103,25,88,0,1,Personal Auto,Personal L2,Offer1,Web,494.4,Four-Door Car,Medsize,A
BQ94931,Oregon,7388.178085,No,Extended,College,2/17/11,Employed,F,28812,Urban,Married,93,17,7,0,8,Special Auto,Special L2,Offer2,Branch,425.527834,Four-Door Car,Medsize,nan
HS89788,Arizona,7716.439345,No,Basic,High School or Below,1/11/11,Unemployed,F,0,Suburban,Single,107,2,93,0,4,Personal Auto,Personal L1,Offer2,Branch,1166.754216,Sports Car,Medsize,nan
NP40205,California,7901.427389,No,Extended,Bachelor,2/3/11,Employed,M,99711,Rural,Married,98,,24,,7,Corporate Auto,Corporate L3,Offer2,Branch,11.549207,Four-Door Car,Small,A
EH69733,Arizona,3349.639274,No,Extended,Bachelor,1/27/11,Employed,M,78092,Urban,Married,84,34,13,0,1,Corporate Auto,Corporate L2,Offer2,Branch,344.015386,Four-Door Car,Medsize,nan
CH95772,California,2565.124294,No,Basic,College,2/7/11,Employed,M,68321,Urban,Single,66,31,44,0,1,Personal Auto,Personal L2,Offer4,Branch,198.263056,Four-Door Car,Medsize,A
YV49293,Arizona,17646.72772,No,Basic,College,2/9/11,Employed,F,36900,Rural,Single,61,21,28,3,2,Corporate Auto,Corporate L3,Offer1,Branch,109.291516,Two-Door Car,Large,A
DP46882,California,2886.451602,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10,63,0,1,Corporate Auto,Corporate L2,Offer2,Agent,486.278557,Four-Door Car,Large,nan
GA71186,Nevada,13464.60289,No,Basic,High School or Below,1/6/11,Employed,M,83392,Urban,Married,112,20,34,0,2,Personal Auto,Personal L2,Offer1,Agent,523.688037,SUV,Medsize,A
JW58698,Oregon,3223.331519,No,Extended,College,1/19/11,Employed,F,70277,Rural,Married,80,23,4,0,1,Personal Auto,Personal L3,Offer2,Web,84.818806,Four-Door Car,Small,nan
BU79786,Washington,2763.519279,No,Basic,Bachelor,2/24/11,Employed,F,56274,Suburban,Married,69,32,5,0,1,Corporate Auto,Corporate L3,Offer1,Agent,384.811147,Two-Door Car,Medsize,nan
QN67807,Arizona,5387.40977,No,Basic,Bachelor,1/17/11,Employed,M,97316,Urban,Married,67,13,18,0,7,Personal Auto,Personal L3,Offer2,Branch,309.076476,Two-Door Car,Large,nan
LG45849,California,4698.521352,No,Premium,Doctor,1/19/11,Employed,M,27985,Suburban,Married,117,8,90,0,1,Personal Auto,Personal L2,Offer4,Call Center,561.6,Two-Door Car,Small,A
RV90030,California,8473.46358,No,Basic,High School or Below,1/11/11,Unemployed,F,0,Suburban,Single,116,0,8,2,8,Special Auto,Special L2,Offer1,Agent,1148.461246,Sports Car,Medsize,A
ND62955,Nevada,4633.452912,No,Basic,Bachelor,1/5/11,Employed,M,50250,Suburban,Married,117,3,93,0,1,Personal Auto,Personal L3,Offer3,Agent,561.6,SUV,Medsize,A
IQ82914,Oregon,4983.457132,No,Basic,Master,1/10/11,Employed,F,60415,Rural,Divorced,62,10,31,0,5,Personal Auto,Personal L3,Offer2,Branch,72.665253,Two-Door Car,Small,nan
ZW79814,California,6689.022728,Yes,Extended,High School or Below,2/13/11,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L1,Offer2,Agent,599.000883,Two-Door Car,Medsize,A
JC98569,Oregon,6314.579645,No,Extended,College,1/16/11,Employed,F,54408,Urban,Married,79,29,17,0,4,Personal Auto,Personal L1,Offer2,Branch,288.329793,Four-Door Car,Medsize,nan
HM38744,Oregon,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11,54,0,2,Corporate Auto,Corporate L3,Offer1,Agent,508.8,SUV,Medsize,A
XP69351,California,2443.925701,No,Basic,College,2/12/11,Unemployed,M,0,Rural,Married,69,2,55,0,1,Personal Auto,Personal L2,Offer2,Branch,124.180159,Four-Door Car,Medsize,nan
BZ44726,,16477.76843,,Basic,High School or Below,2/26/11,Employed,F,49825,Suburban,Married,70,14,27,3,2,Corporate Auto,Corporate L3,Offer3,Agent,336,Two-Door Car,Medsize,nan
NE10467,Arizona,4281.062223,No,Basic,High School or Below,2/24/11,Employed,F,23712,Suburban,Married,106,2,12,0,1,Corporate Auto,Corporate L1,Offer4,Call Center,508.8,SUV,Medsize,nan
LO39834,Oregon,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1,67,3,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize,A
KJ87930,California,3886.504807,No,Basic,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,112,13,59,0,1,Corporate Auto,Corporate L2,Offer1,Agent,1185.988301,SUV,Medsize,A
YL91288,California,8923.154803,No,Basic,Master,2/2/11,Employed,F,98044,Urban,Single,73,5,53,0,2,Personal Auto,Personal L2,Offer3,Branch,347.336864,Four-Door Car,Small,nan
HY35960,Arizona,4957.404306,No,Basic,High School or Below,2/3/11,Medical Leave,M,10194,Suburban,Married,65,34,35,0,4,Personal Auto,Personal L3,Offer4,Branch,312,Two-Door Car,Small,nan
AE74442,California,7379.456823,No,Basic,Bachelor,1/21/11,Employed,F,61584,Urban,Married,61,,93,,2,Corporate Auto,Corporate L2,Offer1,Agent,205.294927,Four-Door Car,Medsize,A
DC85335,Oregon,4538.117454,No,Basic,College,1/13/11,Employed,M,49821,Suburban,Married,61,26,48,4,3,Personal Auto,Personal L2,Offer4,Web,333.308611,Four-Door Car,Small,nan
XT93203,California,10963.95723,Yes,Premium,High School or Below,2/8/11,Employed,M,55687,Suburban,Divorced,276,33,91,0,1,Personal Auto,Personal L3,Offer1,Agent,1324.8,Luxury SUV,Medsize,A
ZO54248,California,3090.13236,No,Extended,High School or Below,1/17/11,Employed,F,23970,Rural,Married,77,,19,,1,Personal Auto,Personal L2,Offer2,Call Center,43.959921,Four-Door Car,Medsize,nan
IP76282,Oregon,4484.254754,No,Basic,High School or Below,1/29/11,Unemployed,F,0,Suburban,Single,65,22,44,0,8,Personal Auto,Personal L2,Offer4,Agent,463.382118,Four-Door Car,Medsize,nan
ML10022,Nevada,13197.92893,Yes,Basic,College,1/27/11,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L1,Offer1,Agent,326.4,Four-Door Car,Large,nan
VS80344,Arizona,8219.358756,No,Premium,Bachelor,2/16/11,Employed,F,28445,Urban,Married,103,18,72,0,6,Special Auto,Special L3,Offer1,Agent,427.762841,Two-Door Car,Medsize,A
BE17305,Nevada,3193.459822,No,Extended,Master,2/4/11,Employed,M,52653,Urban,Single,81,19,42,0,1,Personal Auto,Personal L2,Offer2,Branch,230.300308,Two-Door Car,Medsize,nan
PI98333,Oregon,2353.179121,No,Basic,Bachelor,1/24/11,Unemployed,F,0,Suburban,Single,66,11,73,0,1,Personal Auto,Personal L3,Offer1,Agent,501.153571,Four-Door Car,Medsize,A
JL71713,California,6291.655714,No,Extended,Bachelor,1/5/11,Employed,F,89113,Urban,Married,78,18,68,0,8,Personal Auto,Personal L3,Offer3,Branch,219.362643,Four-Door Car,Medsize,nan
ZR68364,California,9171.000967,No,Extended,College,2/10/11,Employed,M,60433,Suburban,Married,77,0,64,0,2,Personal Auto,Personal L1,Offer2,Branch,369.6,Four-Door Car,Medsize,A
FF31523,Washington,7771.582097,No,Premium,Master,2/1/11,Employed,F,28054,Urban,Married,195,1,63,1,1,Corporate Auto,Corporate L1,Offer3,Agent,571.663256,SUV,Medsize,A
AQ91207,California,2487.649473,No,Basic,High School or Below,2/11/11,Employed,M,38667,Urban,Married,63,9,21,0,1,Personal Auto,Personal L3,Offer2,Branch,293.070538,Four-Door Car,Medsize,A
TS11219,California,12067.45599,No,Basic,College,1/2/11,Unemployed,M,0,Suburban,Single,116,14,35,0,2,Personal Auto,Personal L2,Offer1,Agent,1284.093173,,,nan
EZ48093,,2710.811423,,Basic,Bachelor,2/9/11,Employed,M,31998,Suburban,Married,69,31,70,0,1,Corporate Auto,Corporate L3,Offer3,Branch,331.2,Four-Door Car,Small,A
WU62992,Oregon,4887.794108,No,Extended,Bachelor,2/10/11,Employed,M,70742,Rural,Married,124,3,64,1,1,Personal Auto,Personal L2,Offer4,Agent,211.68058,,,nan
KL43114,Arizona,4876.469668,No,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Married,66,15,56,0,3,Corporate Auto,Corporate L2,Offer2,Branch,316.8,,,A
JK57654,California,10972.06778,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2,40,0,5,Personal Auto,Personal L3,Offer2,Agent,657.6,Sports Car,Medsize,nan
WB58031,,5281.833471,,Basic,High School or Below,2/20/11,Employed,M,39658,Suburban,Married,66,32,53,0,7,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Medsize,A
SY36127,California,2874.08847,No,Basic,Master,2/28/11,Employed,F,33462,Rural,Married,72,,9,,1,Personal Auto,Personal L3,Offer2,Branch,112.425578,Four-Door Car,Medsize,A
MJ95558,California,16570.09009,No,Extended,Bachelor,1/12/11,Employed,M,23589,Suburban,Married,211,30,13,0,6,Special Auto,Special L2,Offer2,Agent,1012.8,Luxury SUV,Small,nan
FR55658,California,3490.028304,No,Extended,Master,1/27/11,Employed,M,90985,Rural,Divorced,87,33,39,0,1,Personal Auto,Personal L2,Offer1,Branch,78.085149,Four-Door Car,Medsize,nan
JL25091,California,4599.759229,No,Premium,Bachelor,2/27/11,Employed,M,79284,Rural,Single,117,9,59,1,1,Special Auto,Special L2,Offer3,Agent,156.452827,Four-Door Car,Medsize,A
PL59209,California,6952.651187,No,Basic,College,1/16/11,Unemployed,F,0,Suburban,Single,73,2,38,3,2,Corporate Auto,Corporate L1,Offer2,Agent,525.6,Four-Door Car,Medsize,nan
ZO44848,California,20864.30762,No,Basic,College,1/7/11,Unemployed,F,0,Urban,Married,61,22,94,0,2,Special Auto,Special L3,Offer1,Branch,216.08671,,,A
LP82042,Oregon,5345.680998,No,Basic,Bachelor,2/16/11,Employed,M,54668,Suburban,Married,68,3,41,1,6,Personal Auto,Personal L3,Offer1,Call Center,326.4,Four-Door Car,Medsize,nan
MX95450,Oregon,36897.79765,No,Extended,College,2/26/11,Unemployed,F,0,Suburban,Single,133,0,59,0,2,Personal Auto,Personal L3,Offer1,Agent,638.4,SUV,Medsize,A
AM32820,California,3709.919724,No,Basic,Bachelor,1/29/11,Unemployed,M,0,Suburban,Single,112,13,33,0,1,Personal Auto,Personal L2,Offer2,Agent,1082.898726,SUV,Medsize,nan
MZ85889,California,5421.524497,No,Basic,Master,2/26/11,Employed,F,25778,Rural,Divorced,68,29,34,0,3,Corporate Auto,Corporate L2,Offer2,Call Center,20.141289,Two-Door Car,Large,A
VB53090,California,8013.608606,No,Basic,Master,1/3/11,Employed,M,43196,Rural,Married,66,34,71,0,2,Personal Auto,Personal L3,Offer4,Agent,1.48947,Four-Door Car,Medsize,nan
ED91989,Arizona,7999.251628,No,Basic,College,2/1/11,Unemployed,M,0,Suburban,Married,107,13,17,0,5,Personal Auto,Personal L1,Offer1,Branch,513.6,SUV,Large,A
GT17701,Oregon,3012.039703,No,Extended,Bachelor,1/20/11,Employed,F,42987,Rural,Divorced,77,14,48,0,1,Personal Auto,Personal L3,Offer2,Web,128.490137,Four-Door Car,Small,nan
SC23927,California,4772.943848,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L2,Offer2,Agent,638.4,SUV,Medsize,A
HQ32112,Arizona,5244.40475,No,Extended,High School or Below,1/1/11,Employed,M,68131,Rural,Married,130,22,27,0,1,Personal Auto,Personal L2,Offer4,Branch,226.607648,SUV,Medsize,nan
WX49215,Oregon,18534.61157,No,Basic,Master,2/17/11,Medical Leave,M,16154,Rural,Married,62,31,45,1,2,Personal Auto,Personal L3,Offer1,Branch,91.355165,Four-Door Car,Medsize,A
NR15332,California,2581.110945,No,Basic,High School or Below,2/6/11,Employed,M,29757,Suburban,Married,65,13,55,0,1,Personal Auto,Personal L2,Offer2,Web,312,Four-Door Car,Small,nan
NI68379,Oregon,6554.390004,No,Extended,Master,1/17/11,Employed,M,74424,Suburban,Married,81,26,74,0,9,Personal Auto,Personal L1,Offer2,Agent,388.8,Four-Door Car,Medsize,A
KN87338,Oregon,2726.392968,No,Basic,High School or Below,2/19/11,Employed,F,48039,Rural,Married,68,4,37,0,1,Personal Auto,Personal L2,Offer4,Branch,11.451889,Four-Door Car,Medsize,nan
TE35785,California,6948.422239,No,Basic,Doctor,2/7/11,Unemployed,M,0,Suburban,Married,196,0,73,2,1,Personal Auto,Personal L3,Offer1,Branch,1337.063487,Luxury SUV,Large,nan
AT52647,California,4014.9185,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,113,35,29,0,1,Personal Auto,Personal L1,Offer2,Call Center,1305.275432,SUV,Medsize,nan
XT36360,Arizona,6784.89369,No,Basic,High School or Below,2/1/11,Unemployed,F,0,Suburban,Single,64,7,5,1,2,Personal Auto,Personal L2,Offer1,Call Center,460.8,Four-Door Car,Large,A
